lgrid,max_solve_time,cplex_solve_time,el0ps_solve_time,l0bnb_solve_time,mosek_solve_time,mosek_oa_solve_time,objective_value,datafit_value,n_nnz
1.0,600.0,8.304783715142143,0.002255351111111242,0.4778339597913954,5.255057964889299,0.4942826165093316,1.0,1.0,0.0
0.7943282347242815,600.0,16.640345070097183,0.012242072333333433,2.873647345436944,68.51332685866652,2.639583852556017,0.9935737810621144,0.7590077169994041,1.0
0.6309573444801932,600.0,20.89043052991231,0.028977476777777806,2.3921897411346436,62.33101792433328,3.0657848252190485,0.941535816853303,0.5625582034835792,2.0
0.5011872336272722,600.0,38.45611619949341,0.06829112844444464,1.9905807442135282,117.8760220691107,14.12830646832784,0.8705094486520821,0.546068259795597,2.0
0.3981071705534972,600.0,31.47359283765157,0.1252903434444445,15.802742004394531,112.38454807122197,101.8449022240109,0.7855933070121432,0.40987078162976515,3.0
0.31622776601683794,600.0,36.54376117388407,0.3215845794444446,28.69585217369927,146.1085914171112,481.72363286548193,0.7099100218449883,0.29931523836731766,4.0
0.25118864315095796,600.0,46.77588754230075,0.5463888951111108,43.92943578296237,472.5309400282224,603.827833533287,0.6370113815042018,0.2981989155905593,4.0
0.19952623149688792,600.0,207.35390957196554,3.1931995072222223,74.098366896311441,595.5230303905552,,0.5786878881181072,0.22740646113614874,5.0
0.15848931924611134,600.0,600.6695714526707,5.963755190777778,151.871376408471,600.2215895049994,,0.5220734125295661,0.22740646113614874,5.0
0.12589254117941673,600.0,,18.253944810333333,557.2538009749519,,,0.4690402134456899,0.17198970336166064,6.0
0.1,600.0,,90.77136828211113,600.0400379300117,,,0.4261746304339083,0.17198970336166064,6.0
